wine_name,link,country,type,grape,classification,description,evaluation,rating_count,lowest_price,full_price,discount
Finca Ventura D.O.P. Jumilla Garnacha 2018,wine.com.br/vinhos/finca-ventura-d-o-p-jumilla-garnacha-2018/prod22819.html,Espanha,tinto,Garnacha Tintorera,Meio Seco/Demi-Sec,"Leve, acidez agradável, taninos macios, frutado",3.5,53.0,49.29,63.9,0.22863849765258215
Protos Roble D.O. Ribeira Del Duero 1.5L 2017,wine.com.br/vinhos/protos-roble-d-o-ribeira-del-duero-1-5l-2017/prod22956.html,Espanha,tinto,Tempranillo,Seco,"Médio corpo, taninos macios, acidez agradável, frutado",0.0,0.0,250.32,372.9,0.3287208366854384
Mise de la Baronnie A.O.C. Médoc 2017,wine.com.br/vinhos/mise-de-la-baronnie-a-o-c-medoc-2017/prod23811.html,França,tinto,"Cabernet Sauvignon, Cabernet Franc, Merlot",Seco,"Médio corpo, taninos macios, boa acidez",0.0,0.0,202.24,266.9,0.24226301985762444
Insensato Doca Rioja Garnacha 2018,wine.com.br/vinhos/insensato-doca-rioja-garnacha-2018/prod22917.html,Espanha,tinto,Garnacha (100%),Seco,"Saboroso, médio corpo, taninos macios, frutado, elegante, final longo",0.0,0.0,128.44,128.44,0.0
Casas del Toqui Carménère 2019,wine.com.br/vinhos/casas-del-toqui-carmenere-2019/prod23451.html,Chile,tinto,Carménère (100%),Seco,"Elegante, taninos sutis, redondo, e de agradável persistência.",1.0,1.0,51.87,51.87,0.0
Casas del Toqui Gran Toqui Cabernet Sauvignon 2017,wine.com.br/vinhos/casas-del-toqui-gran-toqui-cabernet-sauvignon-2017/prod22782.html,Chile,tinto,Cabernet Sauvignon (100%),Seco,"Bom corpo, taninos presentes, boa acidez, final agradável",0.0,0.0,140.7,140.7,0.0
Navaldar D.O.Ca. Rioja Tempranillo 2018,wine.com.br/vinhos/navaldar-d-o-ca-rioja-tempranillo-2018/prod22916.html,Espanha,tinto,Tempranillo (100%),Seco,"Frutas negras (ameixas, amora e mirtilo) com toques de alcaçuz. Médio corpo e taninos macios.",4.0,1.0,74.03,74.03,0.0
Manos Negras Malbec 2018,wine.com.br/vinhos/manos-negras-malbec-2018/prod23086.html,Argentina,tinto,Malbec (100.00%),Seco,"Frutado, médio corpo, taninos macios",0.0,0.0,95.88,95.88,0.0
Casas del Toqui Gran Toqui Syrah 2016,wine.com.br/vinhos/casas-del-toqui-gran-toqui-syrah-2016/prod22783.html,Chile,tinto,Syrah (100.00%),Seco,"Encorpado, frutado, amadeirado e complexo. Final longo e persistente.",5.0,1.0,140.7,140.7,0.0
Insolente D.O.Ca. Rioja Graciano 2018,wine.com.br/vinhos/insolente-d-o-ca-rioja-graciano-2018/prod22913.html,Espanha,tinto,Graciano (100%),Seco,"Saboroso, longo e marcante. Equilíbrio entre fruta e acidez.",0.0,0.0,123.5,123.5,0.0
Casas del Toqui Reserva Merlot 2018,wine.com.br/vinhos/casas-del-toqui-reserva-merlot-2018/prod23156.html,Chile,tinto,Merlot (100%),Seco,"Bom corpo, taninos macios, acidez agradável, leve amadeirado, frutado",0.0,0.0,83.79,83.79,0.0
Casas del Toqui Terroir Selection Gran Reserva Cabernet Sauvignon 2017,wine.com.br/vinhos/casas-del-toqui-terroir-selection-gran-reserva-cabernet-sauvignon-2017/prod23868.html,Chile,tinto,Cabernet Sauvignon (100.00%),Seco,"Corpo de médio para encorpado, taninos presentes, boa acidez, agradável final",0.0,0.0,113.5,113.5,0.0
Casas del Toqui Barrel Series Reserva Pinot Noir 2019,wine.com.br/vinhos/casas-del-toqui-barrel-series-reserva-pinot-noir-2019/prod23865.html,Chile,tinto,Pinot Noir (100%),Seco,"Corpo de leve para médio, taninos macios, boa acidez, leve amadeirado",4.0,1.0,83.79,83.79,0.0
Cava Negra Merlot 2019,wine.com.br/vinhos/cava-negra-merlot-2019/prod23494.html,Argentina,tinto,Merlot,Seco,"Estrutura média, redondo, jovem, frutado. ",0.0,0.0,52.92,52.92,0.0
Finca La Daniela Tempranillo 2019,wine.com.br/vinhos/finca-la-daniela-tempranillo-2019/prod23495.html,Argentina,tinto,Tempranillo (100%),Seco,"Corpo médio, redondo e taninos macios. Sabores de especiarias. ",0.0,0.0,67.6,67.6,0.0
Las Mercedes Singular Carmenere 2017,wine.com.br/vinhos/las-mercedes-singular-carmenere-2017/prod23515.html,Chile,tinto,Carménère (100%),Seco,"Frutado, leve amadeirado, notas de café",0.0,0.0,113.4,113.4,0.0
Cava Negra Malbec 2019,wine.com.br/vinhos/cava-negra-malbec-2019/prod23492.html,Argentina,tinto,Malbec (100%),Seco,"Frutas vermelhas (ameixa), taninos macios, redondo. ",0.0,0.0,52.92,52.92,0.0
Finca La Daniela Malbec 2018,wine.com.br/vinhos/finca-la-daniela-malbec-2018/prod22457.html,Argentina,tinto,Malbec (100%),Seco,"Frutas vermelhas e toques de chocolate, taninos macios, boa acidez, boa persistência. ",0.0,0.0,70.98,70.98,0.0
Foye Selected Vineyards Cabernet Sauvignon 2018,wine.com.br/vinhos/foye-selected-vineyards-cabernet-sauvignon-2018/prod22681.html,Chile,tinto,Cabernet Sauvignon (100%),Seco,Taninos maduros e suaves. Médio corpo.,0.0,0.0,54.18,54.18,0.0
Familia Barberis Cabernet Sauvignon 2017,wine.com.br/vinhos/familia-barberis-cabernet-sauvignon-2017/prod20652.html,Argentina,tinto,Cabernet Sauvignon (100%),Seco,"Sabor de geleia de cereja e chocolate. Estruturado, taninos macios e final persistente. ",0.0,0.0,83.9,83.9,0.0
Las Mercedes Singular Cabernet Sauvignon 2015,wine.com.br/vinhos/las-mercedes-singular-cabernet-sauvignon-2015/prod20764.html,Chile,tinto,Cabernet Sauvignon (100.00%),Seco,"Frutado, taninos presentes, médio corpo",0.0,0.0,116.8,116.8,0.0
Familia Barberis Malbec 2017,wine.com.br/vinhos/familia-barberis-malbec-2017/prod20648.html,Argentina,tinto,Malbec (100%),Seco,"Estruturado, taninos redondos, traço amadeirado e final longo.",0.0,0.0,83.9,83.9,0.0
Tinto Negro Malbec Uco Valley 2017,wine.com.br/vinhos/tinto-negro-malbec-uco-valley-2017/prod20879.html,Argentina,tinto,Malbec,Seco,Frutos negros e encorpado. ,0.0,0.0,103.65,103.65,0.0
Casas Del Toqui Reserva Cabernet Sauvignon 2018,wine.com.br/vinhos/casas-del-toqui-reserva-cabernet-sauvignon-2018/prod22417.html,Chile,tinto,Cabernet Sauvignon (100.00%),Seco,"Encorpado, taninos presentes, boa acidez, equilibrado, final longo",5.0,1.0,83.79,83.79,0.0
Casas del Toqui Terroir Selection Malbec Gran Reserva 2015,wine.com.br/vinhos/casas-del-toqui-terroir-selection-malbec-gran-reserva-2015/prod20633.html,Chile,tinto,Malbec (100%),Seco,"Estruturado, taninos suaves e elegantes, de final longo e agradável. ",0.0,0.0,119.18,119.18,0.0
Casas Del Toqui Reserva Carménère 2018,wine.com.br/vinhos/casas-del-toqui-reserva-carmenere-2018/prod22418.html,Chile,tinto,Carménère (100.00%),Seco,"Estruturado, taninos sutis e redondos e de excelente final.",0.0,0.0,83.79,83.79,0.0
Alma Tierra Syrah 2018,wine.com.br/vinhos/alma-tierra-syrah-2018/prod21010.html,Chile,tinto,Syrah (100.00%),Seco,"Equilibrado, boa estrutura e taninos macios. ",0.0,0.0,53.0,53.0,0.0
Costa Lusa Reserva Tinto 2017,wine.com.br/vinhos/costa-lusa-reserva-tinto-2017/prod23127.html,Portugal,tinto,"Tinta Roriz (50.00%), Touriga Nacional (30.00%), Syrah (20.00%)",Meio Seco/Demi-Sec,"Frutado, acidez equilibrada e taninos elegantes",4.0,71.0,78.9,78.9,0.0
V9 Reserva Carménère 2018,wine.com.br/vinhos/v9-reserva-carmenere-2018/prod22181.html,Chile,tinto,Carménère,Seco,"Corpo de leve para médio, taninos presentes, acidez agradável, frutado, boa persistência",4.5,121.0,52.82,62.9,0.16025437201907788
Norton Reserva Syrah 2014,wine.com.br/vinhos/norton-reserva-syrah-2014/prod24410.html,Argentina,tinto,Syrah,Seco," Na boca é aveludado e denso, com taninos delicados, suculento e longo.",0.0,0.0,135.18,159.9,0.15459662288930576
Antinori Pian delle Vigne D.O.C.G. Brunello di Montalcino 2013,wine.com.br/vinhos/antinori-pian-delle-vigne-d-o-c-g-brunello-di-montalcino-2013/prod24405.html,Itália,tinto,Sangiovese,Seco,"Na boca é intenso, equilibrado, com final longo e persistente.",0.0,0.0,941.06,1049.9,0.10366701590627692
Mosaiko 2015,wine.com.br/vinhos/mosaiko-2015/prod23118.html,Chile,tinto,Cabernet Sauvignon,Seco,"Suculento, corpo médio e taninos macios",4.0,87.0,76.35,80.9,0.056242274412855564
Beryna D.O.P. Alicante Monastrell Garnacha 2016,wine.com.br/vinhos/beryna-d-o-p-alicante-monastrell-garnacha-2016/prod22562.html,Espanha,tinto,"Monastrell (80.00%), Garnacha (20.00%)",Seco,"Corpo de médio para encorpado, taninos presentes, boa acidez, leve amadeirado, bom final",4.0,57.0,95.2,95.2,0.0
Cruz Andina Estate Collection Merlot Organico 2018,wine.com.br/vinhos/cruz-andina-estate-collection-merlot-organico-2018/prod22578.html,Chile,tinto,Merlot (100.00%),Seco,"Corpo de médio para encorpado, taninos presentes, boa acidez, tosta",3.5,42.0,83.53,83.53,0.0
Cruz Andina Estate Collection Carmenere Organico 2018,wine.com.br/vinhos/cruz-andina-estate-collection-carmenere-organico-2018/prod22579.html,Chile,tinto,Carménère (100.00%),Seco,"Corpo de médio para encorpado, taninos presentes, acidez presente, notas frutadas e amadeiradas em equilíbrio",4.0,34.0,83.9,83.9,0.0
Tragolargo D.O.P. Alicante Monastrell 2017,wine.com.br/vinhos/tragolargo-d-o-p-alicante-monastrell-2017/prod22563.html,Espanha,tinto,Monastrell (100.00%),Seco,"Médio corpo, boa acidez, taninos presentes, harmônico",4.0,53.0,92.8,92.8,0.0
Marianne Cape of Good Hope Pinotage 2016,wine.com.br/vinhos/marianne-cape-of-good-hope-pinotage-2016/prod22570.html,África do Sul,tinto,Pinotage (100.00%),Seco,"Estruturado, taninos presentes, boa acidez, notas de frutas secas",4.0,9.0,191.8,191.8,0.0
Miguel Torres Reserva Ancestral Blend 2015,wine.com.br/vinhos/miguel-torres-reserva-ancestral-blend-2015/prod22622.html,Chile,tinto,"Cinsault (60.00%), País (25.00%), Carignan (15.00%)",Seco,"Médio corpo, taninos presentes, boa acidez, amadeirado",4.0,15.0,134.9,134.9,0.0
Miguel Torres Reserva Ancestral Carmenére 2015,wine.com.br/vinhos/miguel-torres-reserva-ancestral-carmenere-2015/prod22623.html,Chile,tinto,Carménère (100.00%),Seco,"Corpo de médio para encorpado, taninos presentes, boa acidez, herbáceo, toque tostado",4.0,28.0,120.59,120.59,0.0
Enclos du Wine Hunter Bordeaux Supérieur 2018,wine.com.br/vinhos/enclos-du-wine-hunter-bordeaux-superieur-2018/prod22833.html,França,tinto,"Merlot (60.00%), Cabernet Sauvignon (40.00%)",Seco,"Frutado, taninos sedosos e final agradável.",4.5,116.0,132.9,132.9,0.0
Columbia Valley Cabernet Sauvignon 2016,wine.com.br/vinhos/columbia-valley-cabernet-sauvignon-2016/prod23043.html,Estados Unidos,tinto,"Cabernet Sauvignon (85.00%), Merlot (5.00%), Malbec (4.00%), Syrah (4.00%), Petit Verdot (2.00%)",Meio Seco/Demi-Sec,"Encorpado, frutado e com taninos elegantes.",3.5,34.0,115.18,186.9,0.3837346174424826
Chant du Coq Sélection Jean Vincent Bideau 2016,wine.com.br/vinhos/chant-du-coq-selection-jean-vincent-bideau-2016/prod23131.html,França,tinto,Merlot (100%),Seco,Frutado e com taninos macios,4.0,121.0,120.9,120.9,0.0
Canepa Novísimo Cabernet Sauvignon 2019,wine.com.br/vinhos/canepa-novisimo-cabernet-sauvignon-2019/prod23356.html,Chile,tinto,Cabernet Sauvignon,Meio Seco/Demi-Sec,"Corpo de leve para médio, frutado, boa acidez, taninos macios, final agradável",4.0,49.0,46.94,49.9,0.05931863727454911
Miguel Torres Hemisferio Sur Reserva Carménère 2017,wine.com.br/vinhos/miguel-torres-hemisferio-sur-reserva-carmenere-2017/prod22095.html,Chile,tinto,Carménère (100%),Meio Seco/Demi-Sec,"Corpo de leve para médio, taninos macios, acidez agradável",4.0,87.0,58.71,64.9,0.09537750385208021
V9 Reserva Cabernet Sauvignon 2018,wine.com.br/vinhos/v9-reserva-cabernet-sauvignon-2018/prod22182.html,Chile,tinto,"Syrah, Cabernet Sauvignon",Seco,"Frutado, bom corpo, taninos presentes, fresco",4.5,114.0,52.82,62.9,0.16025437201907788
Château Vieux Bonneau Montagne Saint-Émilion A.O.C. 2015,wine.com.br/vinhos/chateau-vieux-bonneau-montagne-saint-emilion-a-o-c-2015/prod23478.html,França,tinto,"Cabernet Sauvignon, Cabernet Franc, Merlot",Seco,"Frutado, taninos sedosos e final longo",4.0,18.0,245.9,245.9,0.0
Château Négrit Montagne Saint-Émilion A.O.C. 2016,wine.com.br/vinhos/chateau-negrit-montagne-saint-emilion-a-o-c-2016/prod23479.html,França,tinto,"Cabernet Sauvignon, Merlot",Seco,"Taninos maduros, acidez equilibrada e final persistente",4.0,18.0,234.0,271.9,0.13938948142699514
Potente D.O. Montsant 2016,wine.com.br/vinhos/potente-d-o-montsant-2016/prod22047.html,Espanha,tinto,"Merlot, Cariñena, Syrah, Garnacha ",Seco,"Corpo médio para encorpado, taninos marcantes, boa acidez, tostado",4.0,8.0,136.5,136.5,0.0
Familia Deicas Domaine Castelar Vineyard Tannat 2016,wine.com.br/vinhos/familia-deicas-domaine-castelar-vineyard-tannat-2016/prod20654.html,Uruguai,tinto,Tannat (100%),Seco,"Potente, taninos presentes, boa acidez, amadeirado, final longo",5.0,6.0,399.0,399.0,0.0
Pueblo del Sol Selección de Barricas Gran Reserva 2015,wine.com.br/vinhos/pueblo-del-sol-seleccion-de-barricas-gran-reserva-2015/prod20653.html,Uruguai,tinto,"Tannat, Cabernet Franc, Cabernet Sauvignon, Merlot",Seco,"Corpo de médio para encorpado, taninos presentes, boa acidez, amadeirado",4.0,7.0,398.9,398.9,0.0
Casar de Burbia Heritage D.O. Bierzo Mencía 2015,wine.com.br/vinhos/casar-de-burbia-heritage-d-o-bierzo-mencia-2015/prod22046.html,Espanha,tinto,Mencía (100%),Seco,"Maduro, médio corpo, boa acidez, taninos presentes",4.0,8.0,136.5,136.5,0.0
Yalumba The Strapper 2016,wine.com.br/vinhos/yalumba-the-strapper-2016/prod21748.html,Austrália,tinto,"Shiraz, Mataro, Grenache ",Seco,"Corpo de médio para encorpado, acidez agradável, frutado, taninos macios, leve amadeirado",4.0,15.0,136.5,136.5,0.0
Dádivas Merlot Cabernet Sauvignon 2018,wine.com.br/vinhos/dadivas-merlot-cabernet-sauvignon-2018/prod23920.html,Brasil,tinto,"Cabernet Sauvignon, Merlot",Seco,"Médio corpo, taninos macios, boa acidez, frutado",4.0,4.0,135.9,135.9,0.0
Lidio Carraro Faces do Brasil Merlot 2017,wine.com.br/vinhos/lidio-carraro-faces-do-brasil-merlot-2017/prod23033.html,Brasil,tinto,"Merlot (80.00%), Cabernet Sauvignon (5.00%), Tannat (15.00%)",Seco,"Frutado, bom corpo, acidez agradável, taninos macios",4.0,5.0,84.0,84.0,0.0
Lidio Carraro Agnus Cabernet Sauvignon 2018,wine.com.br/vinhos/lidio-carraro-agnus-cabernet-sauvignon-2018/prod23919.html,Brasil,tinto,Cabernet Sauvignon,Seco,"Médio corpo, taninos presentes, fresco, frutado, bom final",4.5,7.0,114.9,114.9,0.0
Lidio Carraro Elos Cabernet Sauvignon Malbec 2013,wine.com.br/vinhos/lidio-carraro-elos-cabernet-sauvignon-malbec-2013/prod23924.html,Brasil,tinto,"Malbec, Cabernet Sauvignon",Seco,"Médio corpo, taninos macios, fresco, bom final",3.5,3.0,225.9,225.9,0.0
Cremaschi Furlotti Edición Limitada Zinfandel 2017,wine.com.br/vinhos/cremaschi-furlotti-edicion-limitada-zinfandel-2017/prod22397.html,Chile,tinto,Zinfandel (100.00%),Seco,"Complexo, encorpado, taninos presentes, boa acidez, saboroso, bom final",4.0,4.0,179.9,179.9,0.0
Alonso López de Familia Crianza D.O.Ca. Rioja 2015,wine.com.br/vinhos/alonso-lopez-de-familia-crianza-d-o-ca-rioja-2015/prod22101.html,Espanha,tinto,"Graciano, Tempranillo",Seco,"Potente, taninos marcantes, boa acidez, amadeirado",2.5,2.0,164.6,164.6,0.0
Cellier des Dauphins Signature Cru A.O.C. Cairanne 2017,wine.com.br/vinhos/cellier-des-dauphins-signature-cru-a-o-c-cairanne-2017/prod22365.html,França,tinto,"Grenache , Mourvèdre, Syrah",Seco,"Encorpado, taninos presentes, boa acidez, amadeirado",4.0,8.0,151.9,151.9,0.0
Alonso López de Familia Reserva D.O.Ca. Rioja 2011,wine.com.br/vinhos/alonso-lopez-de-familia-reserva-d-o-ca-rioja-2011/prod22102.html,Espanha,tinto,Tempranillo (100%),Seco,"Encorpado, taninos presentes, boa acidez, amadeirado",2.5,6.0,184.6,184.6,0.0
Cremaschi Furlotti Edición Limitada Nebbiolo 2016,wine.com.br/vinhos/cremaschi-furlotti-edicion-limitada-nebbiolo-2016/prod22396.html,Chile,tinto,Nebbiolo (100%),Seco,"Corpo de médio para encorpado, taninos marcantes, boa acidez, amadeirado",4.0,8.0,179.9,179.9,0.0
Domaines Henri Maire A.O.C. Arbois Trousseau 2017,wine.com.br/vinhos/domaines-henri-maire-a-o-c-arbois-trousseau-2017/prod20757.html,França,tinto,Trousseau (100%),Seco,"Leve, acidez presente, taninos sutis, frutado",3.0,21.0,95.18,174.9,0.4558033161806746
El Padre Cabernet Franc 2015,wine.com.br/vinhos/el-padre-cabernet-franc-2015/prod21552.html,Chile,tinto,"Cabernet Franc (91%), Malbec (9%)",Seco,"Corpo de médio para encorpado, taninos presentes, acidez agradável, leve amadeirado e toque herbáceo",4.0,10.0,179.5,179.5,0.0
Yalumba Coonawarra Cabernet Sauvignon 2016,wine.com.br/vinhos/yalumba-coonawarra-cabernet-sauvignon-2016/prod21747.html,Austrália,tinto,Cabernet Sauvignon (100%),Seco,"Corpo de médio para encorpado, taninos presentes, frutado, boa acidez, final agradável",4.0,23.0,136.5,136.5,0.0
Morandé Edición Limitada Carignan 2016,wine.com.br/vinhos/morande-edicion-limitada-carignan-2016/prod21522.html,Chile,tinto,Carignan (100%),Seco,"Elegante, harmônico, corpo de médio para encorpado, taninos presentes, boa acidez",4.0,22.0,114.2,114.2,0.0
Genio Español 12 Meses en Barrica D.O.P. Jumilla Monastrell 2015,wine.com.br/vinhos/genio-espanol-12-meses-en-barrica-d-o-p-jumilla-monastrell-2015/prod21793.html,Espanha,tinto,Monastrell (100%),Meio Seco/Demi-Sec,"Médio corpo, acidez agradável, taninos macios, boa complexidade, tosta",4.0,102.0,109.9,109.9,0.0
Genio Español Roble D.O.P. Jumilla Monastrell 2016,wine.com.br/vinhos/genio-espanol-roble-d-o-p-jumilla-monastrell-2016/prod21792.html,Espanha,tinto,Monastrell (100%),Meio Seco/Demi-Sec,"Médio corpo, acidez agradável, taninos presentes, amadeirado",4.0,126.0,92.9,92.9,0.0
Aterciopelado País Malbec 2016,wine.com.br/vinhos/aterciopelado-pais-malbec-2016/prod21553.html,Chile,tinto,"País (80%), Malbec (20%)",Seco,"Frutado, médio corpo, taninos macios, aveludado, acidez agradável",2.5,14.0,183.5,183.5,0.0
Cinco Elementos Roble D.O. Ribera del Duero Tempranillo 2016,wine.com.br/vinhos/cinco-elementos-roble-d-o-ribera-del-duero-tempranillo-2016/prod20998.html,Espanha,tinto,Tempranillo (100%),Seco,"Corpo de médio para encorpado, taninos presentes, fresco, saboroso, final agradável",4.0,40.0,99.9,99.9,0.0
Morandé Edición Limitada Syrah Cabernet Sauvignon 2015,wine.com.br/vinhos/morande-edicion-limitada-syrah-cabernet-sauvignon-2015/prod21521.html,Chile,tinto,"Cabernet Sauvignon (50%), Syrah (50%)",Seco,"Corpo de médio para encorpado, taninos presentes, boa acidez, amadeirado",3.5,17.0,114.2,114.2,0.0
Cepa Alta Roble D.O. Ribera del Duero Tempranillo 2016,wine.com.br/vinhos/cepa-alta-roble-d-o-ribera-del-duero-tempranillo-2016/prod20999.html,Espanha,tinto,Tempranillo (100%),Seco,"Médio corpo, taninos sedosos, acidez agradável, frutado, equilibrado",3.5,25.0,78.9,78.9,0.0
Altivo Classic Malbec 2019,wine.com.br/vinhos/altivo-classic-malbec-2019/prod24119.html,Argentina,tinto,Malbec,Seco,"Corpo de leve para médio, taninos macios, acidez agradável",4.0,1.0,52.82,64.9,0.18613251155624044
Canepa Finisimo Gran Reserva Cabernet Sauvignon 2018,wine.com.br/vinhos/canepa-finisimo-gran-reserva-cabernet-sauvignon-2018/prod22890.html,Chile,tinto,"Cabernet Sauvignon (93%), Malbec (5%), Cabernet Franc (2%)",Seco,"Elegante, encorpado, macio, com saboroso e persistente final. ",4.5,12.0,116.35,139.9,0.16833452466047183
Pera Doce Signature Regional Alentejano 2016,wine.com.br/vinhos/pera-doce-signature-regional-alentejano-2016/prod22837.html,Portugal,tinto,"Syrah, Trincadeira , Alicante Bouschet",Meio Seco/Demi-Sec,"Acidez equilibrada, taninos sedosos e final persistente",4.5,3.0,110.9,110.9,0.0
Escarot Tricicle 2019,wine.com.br/vinhos/escarot-tricicle-2019/prod24173.html,Espanha,tinto,"Garnacha , Merlot, Tempranillo",Seco,"Bom corpo, fresco e boa acidez",4.5,41.0,62.9,62.9,0.0
Escarot Single 2019,wine.com.br/vinhos/escarot-single-2019/prod24172.html,Espanha,tinto,Garnacha ,Seco,"Bom corpo, acidez equilibrada e frutado",4.0,38.0,62.9,62.9,0.0
La Veguilla 6 Meses em Barrica 2016,wine.com.br/vinhos/la-veguilla-6-meses-em-barrica-2016/prod19789.html,Espanha,tinto,Tempranillo (100.00%),Seco,"Equilibrado, médio corpo, taninos macios, boa acidez",4.5,8.0,124.9,124.9,0.0
Enclos du Wine Hunter A.O.C. Bordeaux Rouge 2018,wine.com.br/vinhos/enclos-du-wine-hunter-a-o-c-bordeaux-rouge-2018/prod22529.html,França,tinto,"Cabernet Sauvignon (50.00%), Merlot (40.00%), Cabernet Franc (10.00%)",Seco,"Frutado, corpo de leve para médio, taninos macios, boa acidez, final agradável",4.0,22.0,114.9,114.9,0.0
Carpineto Dogajolo I.G.T. Toscano Rosso 2017,wine.com.br/vinhos/carpineto-dogajolo-i-g-t-toscano-rosso-2017/prod22657.html,Itália,tinto,"Sangiovese (70%), Cabernet Sauvignon (20%), Outras uvas (10%)",Seco,"Médio corpo, boa acidez, frutado, taninos macios, bom final",4.5,28.0,88.12,125.9,0.3000794281175536
Amara Pinotage 2018.,wine.com.br/vinhos/amara-pinotage-2018-/prod23427.html,África do Sul,tinto,Pinotage,Seco,"Encorpado,taninos macios e final persistente",4.0,129.0,88.12,122.9,0.2829943043124491
Turning Leaf Cabernet Sauvignon,wine.com.br/vinhos/turning-leaf-cabernet-sauvignon/prod10333.html,Estados Unidos,tinto,Cabernet Sauvignon (100%),Meio Seco/Demi-Sec,"Jovem, frutado, com corpo entre leve e médio e delicada doçura.",3.5,166.0,64.59,78.9,0.18136882129277565
Altivo Classic Cabernet Sauvignon 2019,wine.com.br/vinhos/altivo-classic-cabernet-sauvignon-2019/prod24121.html,Argentina,tinto,Cabernet Sauvignon,Seco,"Médio corpo, frutado, acidez agradável, taninos macios, jovem, fácil de beber",3.0,3.0,52.82,64.9,0.18613251155624044
Pancas Tinto 2017,wine.com.br/vinhos/pancas-tinto-2017/prod24286.html,Portugal,tinto,"Merlot, Tinta Roriz, Castelão",Seco,"Frutado, fresco, taninos macios, corpo de leve para médio",3.5,6.0,70.47,84.9,0.16996466431095414
Carnivor Cabernet Sauvignon 2016,wine.com.br/vinhos/carnivor-cabernet-sauvignon-2016/prod21709.html,Estados Unidos,tinto,Cabernet Sauvignon,Meio Seco/Demi-Sec,"Corpo de médio para encorpado, taninos presentes, boa acidez, traço de doçura, final longo",4.5,34.0,117.53,117.53,0.0
Marginal Escolha do Enólogo Regional Lisboa 2018,wine.com.br/vinhos/marginal-escolha-do-enologo-regional-lisboa-2018/prod24165.html,Portugal,tinto,"Touriga Nacional, Alicante Bouschet, Syrah",Meio Seco/Demi-Sec,"Macio, encorpado e final persistente",4.0,5.0,110.9,110.9,0.0
Quinta do Alqueve D.O.C. Tejo Colheita 2017,wine.com.br/vinhos/quinta-do-alqueve-d-o-c-tejo-colheita-2017/prod23293.html,Portugal,tinto,"Touriga Nacional, Tinta Roriz, Touriga Franca ",Meio Seco/Demi-Sec,"Frutado, taninos presentes, boa acidez, corpo de médio para encorpado, agradável final",4.0,8.0,76.35,107.9,0.2924003707136238
Píxide D.O. Ribera del Duero Tempranillo 2016,wine.com.br/vinhos/pixide-d-o-ribera-del-duero-tempranillo-2016/prod22086.html,Espanha,tinto,Tempranillo (100%),Seco,"Frutado, bom corpo, acidez agradável, taninos presentes",4.0,14.0,94.0,137.9,0.3183466279912981
Pinhal da Torre Antagonista 2013,wine.com.br/vinhos/pinhal-da-torre-antagonista-2013/prod21085.html,Portugal,tinto,"Grenache , Syrah",Meio Seco/Demi-Sec,"Potente, taninos macios, boa acidez, complexo, final longo",2.5,2.0,303.41,588.9,0.48478519273221254
Almaviva EPU 2016,wine.com.br/vinhos/almaviva-epu-2016/prod23311.html,Chile,tinto,"Cabernet Sauvignon (77%), Cabernet Franc (6%), Merlot (5%), Carménère (12%)",Seco,"Corpo de médio para encorpado, fresco, taninos sedosos, frutado, tostado, final persistente",4.0,6.0,705.76,756.9,0.06756506804069229
Oxford Landing Shiraz 2017,wine.com.br/vinhos/oxford-landing-shiraz-2017/prod19727.html,Austrália,tinto,Shiraz (100%),Seco,"Corpo de leve para médio, taninos macios, boa acidez, final agradável",3.0,15.0,120.9,120.9,0.0
Miguel Torres Reserva De Pueblo País 2016,wine.com.br/vinhos/miguel-torres-reserva-de-pueblo-pais-2016/prod18221.html,Chile,tinto,País (100%),Seco,"Corpo de leve para médio, boa acidez, taninos presentes, ",4.5,22.0,82.24,95.9,0.14244004171011482
Señorío de Aldaz Crianza D.O. Navarra 2016,wine.com.br/vinhos/senorio-de-aldaz-crianza-d-o-navarra-2016/prod23282.html,Espanha,tinto,"Cabernet Sauvignon (40%), Merlot (40%), Tempranillo (20%)",Seco,"Médio corpo, taninos macios, boa acidez, vivaz, com final agradável",4.5,17.0,76.35,112.9,0.32373782108060234
Señorío de Aldaz Roble D.O. Navarra 2016,wine.com.br/vinhos/senorio-de-aldaz-roble-d-o-navarra-2016/prod23283.html,Espanha,tinto,"Tempranillo (40.00%), Merlot (30.00%), Cabernet Sauvignon (30.00%)",Seco,"Saboroso, boa acidez, taninos presentes, médio corpo",4.0,1.0,76.35,107.9,0.2924003707136238
Lievland Vineyards Bush Vine Pinotage 2017,wine.com.br/vinhos/lievland-vineyards-bush-vine-pinotage-2017/prod21903.html,África do Sul,tinto,Pinotage (100%),Meio Seco/Demi-Sec,"Frutado, médio corpo, taninos macios, boa acidez",4.0,102.0,97.53,135.9,0.2823399558498897
Lievland Vineyards Cabernet Sauvignon 2017,wine.com.br/vinhos/lievland-vineyards-cabernet-sauvignon-2017/prod21904.html,África do Sul,tinto,Cabernet Sauvignon (100%),Meio Seco/Demi-Sec,"Elegante, médio corpo, taninos macios, acidez agradável, herbáceo, final agradável",4.0,61.0,97.53,135.9,0.2823399558498897
Marqués de Somera Garnacha 2018,wine.com.br/vinhos/marques-de-somera-garnacha-2018/prod22847.html,Espanha,tinto,Garnacha ,Seco,"Médio corpo, frutado, fresco, taninos macios, ",4.0,23.0,57.53,59.9,0.039565943238731194
