wine_name,link,country,type,grape,classification,description,evaluation,rating_count,lowest_price,full_price,discount
Pinhal Da Torre Special D.O.C. Tejo 2008,wine.com.br/vinhos/pinhal-da-torre-special-d-o-c-tejo-2008/prod4533.html,Portugal,tinto,"Touriga Nacional (45.00%), Syrah (35.00%), Tinta Roriz (20.00%)",Seco,"Maduro, elegante, boa acidez, taninos macios, final longo",5.0,1.0,826.94,999.9,0.17297729772977288
Finca La Chamiza Martín Alsina Malbec 2014,wine.com.br/vinhos/finca-la-chamiza-martin-alsina-malbec-2014/prod20028.html,Argentina,tinto,Malbec (100%),Seco,"Frutado, amadeirado, corpo de médio para encorpado, taninos presentes, acidez agradável",5.0,1.0,323.41,495.9,0.3478322242387577
Echo de Lynch-Bages A.O.C. Pauillac 2014,wine.com.br/vinhos/echo-de-lynch-bages-a-o-c-pauillac-2014/prod20208.html,França,tinto,"Cabernet Sauvignon (73.00%), Merlot (27.00%)",Seco,"Exuberante, encorpado, taninos presentes, boa acidez, final longo",0.0,0.0,721.06,1056.9,0.3177594852871607
Suolo Rosso D.O.P. Primitivo di Manduria 2016,wine.com.br/vinhos/suolo-rosso-d-o-p-primitivo-di-manduria-2016/prod20178.html,Itália,tinto,Primitivo (100%),Meio Seco/Demi-Sec,"Frutado, médio corpo, acidez agradável, taninos macios, leve amadeirado, doçura sutil",4.5,13.0,179.88,219.9,0.18199181446111878
Château La Fleur-Pétrus A.O.C. Pomerol 2006,wine.com.br/vinhos/chateau-la-fleur-petrus-a-o-c-pomerol-2006/prod20202.html,França,tinto,"Merlot (91%), Cabernet Franc (6%), Petit Verdot (3%)",Seco,"Aveludado, complexo, boa acidez, corpo de médio para encorpado",0.0,0.0,3614.0,6036.9,0.40134837416554847
Fleur Du Cap Laszlo 2015.,wine.com.br/vinhos/fleur-du-cap-laszlo-2015-/prod20273.html,África do Sul,tinto,"Cabernet Sauvignon, Petit Verdot, Malbec, Merlot",Seco,"Complexo, intenso, encorpado, acidez agradável, taninos presentes, amadeirado, bom final",0.0,0.0,705.76,798.9,0.1165853047940919
Viña Vilano Roble Tempranillo 2016,wine.com.br/vinhos/vina-vilano-roble-tempranillo-2016/prod20270.html,Espanha,tinto,Tempranillo (100%),Seco,"Encorpado, taninos presentes, boa acidez, harmônico, frutado, amadeirado",2.5,10.0,94.0,167.9,0.4401429422275164
William Hill Napa Valley Cabernet Sauvignon 2014,wine.com.br/vinhos/william-hill-napa-valley-cabernet-sauvignon-2014/prod20401.html,Estados Unidos,tinto,"Merlot, Petite Sirah, Cabernet Franc, Cabernet Sauvignon",Seco,"Médio corpo, acidez agradável, taninos macios, frutado",0.0,0.0,766.94,872.9,0.12138847519761709
Ropiteau Frères A.O.C. Coteaux Bourguignons 2016,wine.com.br/vinhos/ropiteau-freres-a-o-c-coteaux-bourguignons-2016/prod20289.html,França,tinto,Gamay (100.00%),Seco,"Frutado, boa acidez, taninos sedosos, leve",4.0,4.0,121.06,138.9,0.12843772498200146
Ulysses Napa Valley 2014,wine.com.br/vinhos/ulysses-napa-valley-2014/prod20427.html,Estados Unidos,tinto,"Cabernet Sauvignon (92.00%), Petit Verdot, Cabernet Franc",Seco,"Intenso, encorpado, taninos presentes, boa acidez, longo, complexo",0.0,0.0,2059.88,3041.9,0.32283112528353985
Toro Loco Barricas & Tinajas 2016,wine.com.br/vinhos/toro-loco-barricas-tinajas-2016/prod20547.html,Espanha,tinto,"Merlot, Bobal, Tempranillo",Seco,"Corpo de médio para encorpado, taninos presentes, boa acidez, amadeirado",4.0,5.0,117.53,159.9,0.2649781113195747
Parlanchín D.O.Ca. Rioja 2017,wine.com.br/vinhos/parlanchin-d-o-ca-rioja-2017/prod20601.html,Espanha,tinto,"Tempranillo (87%), Garnacha (13%)",Seco,"Médio corpo, taninos macios, acidez agradável, leve amadeirado",5.0,2.0,136.9,136.9,0.0
Villa Antinori I.G.T. Toscana 2016,wine.com.br/vinhos/villa-antinori-i-g-t-toscana-2016/prod24416.html,Itália,tinto,"Sangiovese, Petit Verdot, Syrah, Merlot, Cabernet Sauvignon",Seco,"Na boca apresenta bom corpo, taninos macios e notas de frutas do bosque maduras.",4.0,1.0,211.65,249.9,0.15306122448979587
Witral Limited Edition Syrah 2016,wine.com.br/vinhos/witral-limited-edition-syrah-2016/prod20621.html,Chile,tinto,Syrah (100%),Seco,"Médio corpo, taninos presentes, boa acidez, frutado, média presença da madeira, complexo",4.0,18.0,123.41,147.9,0.16558485463150785
Las Moras Dadá Nº 3 2018,wine.com.br/vinhos/las-moras-dada-n-3-2018/prod24466.html,Argentina,tinto,"Syrah, Cabernet Sauvignon",Meio Seco/Demi-Sec,"Corpo médio, taninos gentis e boa acidez",3.5,2.0,70.47,90.9,0.22475247524752484
Las Moras Dadá Nº 2 2018,wine.com.br/vinhos/las-moras-dada-n-2-2018/prod24465.html,Argentina,tinto,Merlot,Meio Seco/Demi-Sec,"Encorpado, taninos firmes e boa persistência",4.0,3.0,70.47,90.9,0.22475247524752484
Château Roc de Boisseaux A.O.C. Saint-Émilion 2012,wine.com.br/vinhos/chateau-roc-de-boisseaux-a-o-c-saint-emilion-2012/prod20894.html,França,tinto,"Merlot (70.00%), Cabernet Sauvignon (5.00%), Cabernet Franc (25.00%)",Seco,"Corpo de médio para encorpado, taninos macios, acidez agradável, complexo, maduro",2.5,2.0,322.24,490.9,0.34357302913016907
Bridlewood Monterey County Pinot Noir 2016,wine.com.br/vinhos/bridlewood-monterey-county-pinot-noir-2016/prod20900.html,Estados Unidos,tinto,"Pinot Noir (99.00%), Petite Sirah (1.00%)",Meio Seco/Demi-Sec,"Corpo de leve para médio, frutado, acidez presente, taninos sedosos",4.0,4.0,191.9,191.9,0.0
Pinhal da Torre Resiliente 2015,wine.com.br/vinhos/pinhal-da-torre-resiliente-2015/prod21086.html,Portugal,tinto,"Touriga Nacional, Tinta Francisca, Sousão, Alicante Bouschet",Meio Seco/Demi-Sec,"Potente, taninos presentes, boa acidez, tosta, final longo",0.0,0.0,1225.76,1616.9,0.24190735357783422
Pinhal da Torre Protagonista 2013,wine.com.br/vinhos/pinhal-da-torre-protagonista-2013/prod21084.html,Portugal,tinto,"Touriga Franca , Alicante Bouschet, Syrah",Meio Seco/Demi-Sec,"Encorpado, taninos macios, amadeirado, boa acidez",3.5,6.0,378.71,588.9,0.3569196807607403
Tenuta Tignanello Marchese Antinori Riserva D.O.C.G. Chianti Classico 2015,wine.com.br/vinhos/tenuta-tignanello-marchese-antinori-riserva-d-o-c-g-chianti-classico-2015/prod24396.html,Itália,tinto,"Sangiovese (90.00%), Cabernet Sauvignon (10.00%)",Seco,"elegante. Na boca revela todas as características de um verdadeiro Chianti clássico, equilibrado, com muito boa acidez, estrutura, taninos macios e final longo.",0.0,0.0,694.0,839.9,0.17371115609001064
Luigi Bosca Cabernet Sauvignon 2017,wine.com.br/vinhos/luigi-bosca-cabernet-sauvignon-2017/prod24452.html,Argentina,tinto,Cabernet Sauvignon (100.00%),Seco,"De paladar franco e fresco, com bom corpo e caráter especiado.  Final persistente, aparecendo os defumados pela maturação no carvalho. ",0.0,0.0,188.12,228.9,0.17815640017474876
Columbia Crest Grand Estates Cabernet Sauvignon 2016,wine.com.br/vinhos/columbia-crest-grand-estates-cabernet-sauvignon-2016/prod24407.html,Estados Unidos,tinto,"Merlot, Outras uvas autorizadas, Cabernet Sauvignon",Seco,Final persistente com notas de chocolate amargo.,4.5,3.0,152.82,179.9,0.15052807115063926
Norton Finca La Colonia Malbec 2017,wine.com.br/vinhos/norton-finca-la-colonia-malbec-2017/prod24411.html,Argentina,tinto,Malbec,Seco," Em boca é fresco, frutado e com final de boca agradável.",3.5,3.0,82.24,98.9,0.16845298281092025
Norton Finca La Colonia Cabernet Sauvignon 2017,wine.com.br/vinhos/norton-finca-la-colonia-cabernet-sauvignon-2017/prod24412.html,Argentina,tinto,Cabernet Sauvignon,Seco," Em boca é frutado e com notas de especiarias, apresenta bom corpo e final agradável.",4.5,3.0,82.24,98.9,0.16845298281092025
Terrazas de Los Andes Reserva Cabernet Sauvignon 2016,wine.com.br/vinhos/terrazas-de-los-andes-reserva-cabernet-sauvignon-2016/prod21671.html,Argentina,tinto,Cabernet Sauvignon,Seco,"Corpo de médio para encorpado, taninos macios, acidez agradável, frutado, média presença da madeira",4.0,3.0,186.9,186.9,0.0
Norton Porteño Malbec 2018,wine.com.br/vinhos/norton-porteno-malbec-2018/prod24413.html,Argentina,tinto,Malbec,Meio Seco/Demi-Sec,"Na boca apresenta frutos vermelhos maduros, com taninos longos e harmoniosos.",0.0,0.0,85.76,98.9,0.13286147623862488
Motto Unabashed Zinfandel 2015,wine.com.br/vinhos/motto-unabashed-zinfandel-2015/prod24408.html,Estados Unidos,tinto,"Cabernet Sauvignon, Zinfandel",Seco,O paladar revela sabores de framboesas com cobertura dechocolate amargo com uma pitada de especiarias doces.,1.0,1.0,152.82,179.9,0.15052807115063926
Carpineto Riserva D.O.C.G. Chianti Classico 2015,wine.com.br/vinhos/carpineto-riserva-d-o-c-g-chianti-classico-2015/prod22073.html,Itália,tinto,"Sangiovese, Canaiolo",Seco,"Médio corpo, acidez presente, taninos firmes",5.0,1.0,268.12,329.9,0.18726886935434972
Edna Valley Central Coast Pinot Noir 2017,wine.com.br/vinhos/edna-valley-central-coast-pinot-noir-2017/prod22152.html,Estados Unidos,tinto,Pinot Noir,Meio Seco/Demi-Sec,"Leve, boa acidez, taninos macios",1.0,1.0,182.24,253.9,0.28223710122095313
Château de La Rivière A.O.C. Fronsac 2011,wine.com.br/vinhos/chateau-de-la-riviere-a-o-c-fronsac-2011/prod22211.html,França,tinto,"Merlot (84%), Cabernet Franc (8%), Cabernet Sauvignon (6%), Malbec (2%)",Seco,"Encorpado, taninos macios, acidez agradável, maduro, final longo",4.5,6.0,377.9,377.9,0.0
Louis M. Martini Monte Rosso Cabernet Sauvignon 2014,wine.com.br/vinhos/louis-m-martini-monte-rosso-cabernet-sauvignon-2014/prod22206.html,Estados Unidos,tinto,Cabernet Sauvignon,Seco,"Complexo, encorpado, com taninos presentes, notas de frutas negras, tosta e caramelo.",0.0,0.0,1483.41,1559.9,0.04903519456375405
Château de La Rivière A.O.C. Fronsac 2016,wine.com.br/vinhos/chateau-de-la-riviere-a-o-c-fronsac-2016/prod22205.html,França,tinto,"Merlot (84.00%), Cabernet Franc (8.00%), Cabernet Sauvignon (6.00%), Malbec (2.00%)",Seco,"Potente, taninos presentes, boa acidez, notas do amadurecimento, final longo",4.0,1.0,281.06,435.9,0.35521908694654736
Pérez Cruz Reserva D.O. Valle del Maipo Cabernet Sauvignon 2016,wine.com.br/vinhos/perez-cruz-reserva-d-o-valle-del-maipo-cabernet-sauvignon-2016/prod22132.html,Chile,tinto,"Cabernet Sauvignon (91%), Syrah (4%), Carménère (3%), Petit Verdot (2%)",Seco,"Médio corpo, taninos presentes, boa acidez",4.5,36.0,99.9,99.9,0.0
MacMurray Russian River Valley Pinot Noir 2016,wine.com.br/vinhos/macmurray-russian-river-valley-pinot-noir-2016/prod22150.html,Estados Unidos,tinto,Pinot Noir,Seco,"Frutado, corpo de leve para médio, taninos macios, acidez agradável",4.0,1.0,309.29,431.9,0.2838851586015281
Frei Brothers Reserve Russian River Pinot Noir 2016,wine.com.br/vinhos/frei-brothers-reserve-russian-river-pinot-noir-2016/prod22146.html,Estados Unidos,tinto,Pinot Noir (100%),Seco,"Corpo de leve para médio, taninos macios, acidez agradável",3.5,3.0,210.47,292.9,0.28142710822806416
Maycas del Limarí Reserva Especial Syrah 2016,wine.com.br/vinhos/maycas-del-limari-reserva-especial-syrah-2016/prod22350.html,Chile,tinto,Syrah,Seco,"Corpo de médio para encorpado, boa acidez, frutado, amadeirado",4.5,10.0,141.06,177.9,0.20708263069139965
Quinta de Pancas Grande Reserva 2015,wine.com.br/vinhos/quinta-de-pancas-grande-reserva-2015/prod22373.html,Portugal,tinto,"Touriga Nacional (40.00%), Cabernet Sauvignon (35.00%), Petit Verdot (25.00%)",Seco,"Estruturado, boa acidez, taninos presentes, amadeirado, final longo",4.5,2.0,408.12,549.9,0.25782869612656845
Quinta de Pancas Reserva 2017,wine.com.br/vinhos/quinta-de-pancas-reserva-2017/prod24287.html,Portugal,tinto,"Cabernet Sauvignon (50%), Alicante Bouschet (30%), Syrah (20%)",Seco,"Encorpado, taninos macios, boa acidez, final longo",0.0,0.0,185.76,245.9,0.2445709638064254
Clos de Los Siete By Michel Rolland 2017,wine.com.br/vinhos/clos-de-los-siete-by-michel-rolland-2017/prod24031.html,Argentina,tinto,"Merlot, Malbec, Petit Verdot, Cabernet Sauvignon, Syrah",Seco,"Encorpado, taninos presentes, boa acidez, boa persistência",0.0,0.0,141.06,189.9,0.25718799368088474
Herdade da Farizoa Grande Reserva D.O.C. Alentejo 2013,wine.com.br/vinhos/herdade-da-farizoa-grande-reserva-d-o-c-alentejo-2013/prod18185.html,Portugal,tinto,"Syrah (80%), Touriga Nacional (5%), Aragonez (15%)",Seco,"Encorpado, taninos presentes, boa acidez",5.0,1.0,386.94,399.9,0.03240810202550637
La Piu Belle 2014,wine.com.br/vinhos/la-piu-belle-2014/prod24019.html,Chile,tinto,"Carménère, Syrah, Cabernet Sauvignon",Seco,"Estruturado, boa acidez, taninos presentes, complexo, final persistente",0.0,0.0,705.76,849.9,0.169596423108601
Pinhal da Torre 2 Worlds 2012,wine.com.br/vinhos/pinhal-da-torre-2-worlds-2012/prod18234.html,Portugal,tinto,"Syrah (35%), Touriga Nacional (35%), Tinta Roriz (30%)",Meio Seco/Demi-Sec,"Maduro, médio corpo, taninos macios, boa acidez",3.0,10.0,120.0,120.0,0.0
Marianne Floreal 2015,wine.com.br/vinhos/marianne-floreal-2015/prod18405.html,África do Sul,tinto,"Merlot (40.00%), Cabernet Sauvignon (40.00%), Shiraz (20.00%)",Seco,"Harmônico, estruturado, acidez agradável, taninos presentes, bom final",5.0,5.0,481.06,519.9,0.07470667436045386
Maycas del Limari San Julian Pinot Noir 2018,wine.com.br/vinhos/maycas-del-limari-san-julian-pinot-noir-2018/prod23933.html,Chile,tinto,Pinot Noir,Seco,"Frutado, fresco e elegante",0.0,0.0,337.53,398.9,0.1538480822261219
Fleur du Cap Laszlo 2014,wine.com.br/vinhos/fleur-du-cap-laszlo-2014/prod19155.html,África do Sul,tinto,"Merlot (35.00%), Cabernet Sauvignon (32.00%), Petit Verdot (22.00%), Malbec (11.00%)",Seco,"Complexo, intenso, encorpado, acidez agradável, taninos presentes, amadeirado, bom final",4.5,3.0,631.65,846.9,0.2541622387530995
Domaine de Baronarques 2015,wine.com.br/vinhos/domaine-de-baronarques-2015/prod19476.html,França,tinto,"Merlot (57.00%), Cabernet Sauvignon (4.00%), Cabernet Franc (15.00%), Syrah (13.00%), Malbec (11.00%)",Seco,"Concentrado, suculento, estruturado, frutado, boa acidez, taninos presentes, final longo",0.0,0.0,576.35,769.9,0.2513962852318482
Pavillon Rouge du Château Margaux  2010,wine.com.br/vinhos/pavillon-rouge-du-chateau-margaux-2010/prod19466.html,França,tinto,"Cabernet Sauvignon (66%), Petit Verdot (4%), Merlot (30%)",Seco,"Potente, boa acidez, taninos presentes, elegante, final longo",0.0,0.0,4872.82,6542.9,0.2552507297987131
Château de Beaucastel Hommage à Jacques Perrin 2010,wine.com.br/vinhos/chateau-de-beaucastel-hommage-a-jacques-perrin-2010/prod19464.html,França,tinto,"Mourvèdre (60%), Syrah (20%), Counoise (10%), Grenache (10%)",Seco,"Denso, exuberante, estruturado, concentrado, boa acidez, taninos presentes, final persistente",0.0,0.0,7326.94,10789.9,0.32094458706753537
Château Pichon Baron au Baron de Pichon-Longueville 2012,wine.com.br/vinhos/chateau-pichon-baron-au-baron-de-pichon-longueville-2012/prod19468.html,França,tinto,"Cabernet Sauvignon (80.00%), Merlot (20.00%)",Seco,"Potente, taninos presentes, acidez agradável, final longo",4.0,1.0,2362.24,3541.9,0.33305852790874957
Château Angelus 2015,wine.com.br/vinhos/chateau-angelus-2015/prod19462.html,França,tinto,"Merlot (62%), Cabernet Franc (38%)",Seco,"Potente, taninos presentes, boa acidez, final longo",0.0,0.0,8771.65,11929.9,0.2647339877115483
Carillon d'Angélus 2015,wine.com.br/vinhos/carillon-d-angelus-2015/prod19470.html,França,tinto,"Merlot (50.00%), Cabernet Franc (40.00%), Cabernet Sauvignon (10.00%)",Seco,"Corpo de médio para encorpado, taninos macios, boa acidez, boa persistência",0.0,0.0,1775.18,2887.9,0.3853042002839433
La Capitelle de Baronarques 2015,wine.com.br/vinhos/la-capitelle-de-baronarques-2015/prod19477.html,França,tinto,"Cabernet Franc (5%), Merlot (45%), Syrah (32%), Malbec (18%)",Seco,"Estruturado, acidez agradável, taninos presentes, final persistente",0.0,0.0,234.0,411.9,0.4319009468317553
Opus One 2013,wine.com.br/vinhos/opus-one-2013/prod19463.html,Estados Unidos,tinto,"Cabernet Sauvignon (79%), Cabernet Franc (7%), Merlot (6%), Petit Verdot (6%), Malbec (2%)",Seco,"Complexo, exuberante, encorpado, boa acidez, taninos presentes, ",0.0,0.0,8938.71,11799.9,0.2424757836930822
Château Palmer 2005,wine.com.br/vinhos/chateau-palmer-2005/prod19465.html,França,tinto,"Petit Verdot (7%), Cabernet Sauvignon (53%), Merlot (40%)",Seco,"Concentrado, elegante, potente, taninos presentes, boa acidez, final persistente",0.0,0.0,7743.41,10502.9,0.262736006245894
Château Lynch-Bages 2015,wine.com.br/vinhos/chateau-lynch-bages-2015/prod19467.html,França,tinto,"Cabernet Sauvignon (70%), Cabernet Franc (4%), Merlot (24%), Petit Verdot (2%)",Seco,"Potente, concentrado, taninos presentes, boa acidez, muito complexo, final persistente",0.0,0.0,2629.29,3848.9,0.3168723531398582
Château Ausone 2012,wine.com.br/vinhos/chateau-ausone-2012/prod19460.html,França,tinto,"Cabernet Franc (55%), Merlot (45%)",Seco,"Potente, exuberante, elegante, taninos presentes, boa acidez",0.0,0.0,10802.24,17307.9,0.37587806724097095
Chateau Latour 2011,wine.com.br/vinhos/chateau-latour-2011/prod19459.html,França,tinto,"Cabernet Sauvignon (84.50%), Merlot (15.00%), Petit Verdot (0.5%)",Seco,"Muito complexo, corpo de médio para encorpado, boa acidez, taninos presentes",0.0,0.0,15870.47,19271.9,0.17649686849765733
Château Clinet A.O.C Pomerol 2013,wine.com.br/vinhos/chateau-clinet-a-o-c-pomerol-2013/prod19472.html,França,tinto,"Merlot (90.00%), Cabernet Sauvignon (9.00%), Cabernet Franc (1.00%)",Seco,"Complexo, boa acidez, taninos macios, potente",0.0,0.0,1306.94,2112.9,0.38144729991954185
Château La Fleur-Pétrus 2014,wine.com.br/vinhos/chateau-la-fleur-petrus-2014/prod19482.html,França,tinto,"Merlot (93%), Cabernet Franc (7%)",Seco,"Complexo, elegante, corpo de médio para encorpado, boa acidez, taninos macios, ",4.0,1.0,4817.53,6564.9,0.26616856311596526
Château Roylland 2012,wine.com.br/vinhos/chateau-roylland-2012/prod19481.html,França,tinto,"Merlot (86%), Cabernet Franc (14%)",Seco,"Médio corpo, boa acidez, taninos macios, final persistente",4.5,2.0,309.29,423.9,0.27037037037037026
Château Pey de Pont Cru Bourgeois A.O.C. Médoc 2014,wine.com.br/vinhos/chateau-pey-de-pont-cru-bourgeois-a-o-c-medoc-2014/prod19478.html,França,tinto,"Merlot (50%), Cabernet Franc (5%), Cabernet Sauvignon (45%)",Seco,"Encorpado, boa acidez, taninos presentes, boa persistência",4.5,2.0,241.9,241.9,0.0
Château Margaux 2014,wine.com.br/vinhos/chateau-margaux-2014/prod19461.html,França,tinto,"Cabernet Sauvignon (90%), Merlot (5%), Cabernet Franc (3%), Petit Verdot (2%)",Seco,"Complexo, encorpado, boa acidez, taninos macios, final longo",0.0,0.0,9518.71,14236.9,0.33140571332242275
5 Oros Vendimia Seleccionada D.O.Ca. Rioja 2016,wine.com.br/vinhos/5-oros-vendimia-seleccionada-d-o-ca-rioja-2016/prod19846.html,Espanha,tinto,Garnacha (100%),Seco,"Médio corpo, taninos macios, acidez agradável, frutado",4.0,3.0,82.24,110.9,0.2584310189359784
Mise de la Baronnie A.O.C. Saint-Émilion 2017,wine.com.br/vinhos/mise-de-la-baronnie-a-o-c-saint-emilion-2017/prod23812.html,França,tinto,"Cabernet Franc, Merlot",Seco,"Médio corpo, taninos macios, boa acidez, final longo",0.0,0.0,236.35,296.9,0.2039407207814078
Domaine de Cibadiès Bellevue Pinot Noir 2016,wine.com.br/vinhos/domaine-de-cibadies-bellevue-pinot-noir-2016/prod19664.html,França,tinto,Pinot Noir (100%),Seco,"Médio corpo, taninos presentes, boa acidez, amadeirado, gastronômico, persistência agradável ",3.5,11.0,123.41,189.9,0.3501316482359137
Carpineto Farnito I.G.T. Toscana Cabernet Sauvignon 2013,wine.com.br/vinhos/carpineto-farnito-i-g-t-toscana-cabernet-sauvignon-2013/prod23708.html,Itália,tinto,Cabernet Sauvignon,Seco,"Médio corpo, acidez agradável, taninos presentes, bom final",5.0,1.0,266.94,319.9,0.16555173491716157
Protos Reserva D.O. Ribera del Duero 2014,wine.com.br/vinhos/protos-reserva-d-o-ribera-del-duero-2014/prod23618.html,Espanha,tinto,Tempranillo,Seco,"Maduro, potente, complexo, acidez agradável, taninos marcantes, bom final",0.0,0.0,449.29,531.9,0.1553111487121639
Protos Gran Reserva D.O. Ribera del Duero 2012,wine.com.br/vinhos/protos-gran-reserva-d-o-ribera-del-duero-2012/prod23617.html,Espanha,tinto,Tempranillo,Seco,"Intenso, encorpado, taninos presentes, boa acidez, especiarias",0.0,0.0,777.53,890.9,0.127253339319789
Terrazas de Los Andes Single Vineyard Malbec 2015,wine.com.br/vinhos/terrazas-de-los-andes-single-vineyard-malbec-2015/prod23519.html,Argentina,tinto,Malbec (100.00%),Seco,"Potente, complexo, taninos presentes, acidez agradável, final longo",0.0,0.0,451.65,548.9,0.17717252687192564
Terrazas de Los Andes Reserva Syrah 2017,wine.com.br/vinhos/terrazas-de-los-andes-reserva-syrah-2017/prod23520.html,Argentina,tinto,Syrah (100%),Seco,"Bom corpo, taninos presentes, fresco, frutado, amadeirado",4.0,2.0,166.94,202.9,0.17723016264169544
Enclos du Wine Hunter Saint-Emilion Grand Cru 2017,wine.com.br/vinhos/enclos-du-wine-hunter-saint-emilion-grand-cru-2017/prod23435.html,França,tinto,"Merlot (90.00%), Cabernet Franc (10.00%)",Seco,"Encorpado, saboroso e com taninos aveludados",4.0,3.0,283.41,414.9,0.31691973969631226
Mediterráneo 2017,wine.com.br/vinhos/mediterraneo-2017/prod23433.html,Chile,tinto,"Grenache , Roussanne, Carignan , Marsanne , Syrah",Seco,"Frutado, boa acidez e final agradável",4.0,2.0,138.71,168.9,0.17874481941977505
Beni di Batasiolo Riserva D.O.C.G. Barolo 2010,wine.com.br/vinhos/beni-di-batasiolo-riserva-d-o-c-g-barolo-2010/prod23308.html,Itália,tinto,Nebbiolo,Seco,"Intenso, bom corpo, envolvente, frutas secas, boa acidez, taninos firmes, maduro, persistente",4.5,6.0,350.47,510.9,0.31401448424349176
Almaviva EPU 2016 375 ml,wine.com.br/vinhos/almaviva-epu-2016-375-ml/prod23306.html,Chile,tinto,"Cabernet Sauvignon (77%), Cabernet Franc (6%), Merlot (5%), Carménère (12%)",Seco,"Corpo de médio para encorpado, fresco, taninos sedosos, frutado, tostado, final persistente",5.0,1.0,388.9,388.9,0.0
Montado Tinto 2018,wine.com.br/vinhos/montado-tinto-2018/prod23217.html,Espanha,tinto,Tempranillo,Seco,"Frutado, agradável, taninos bem integrados",4.0,21.0,64.59,78.9,0.18136882129277565
Finca Constancia Selección 2016,wine.com.br/vinhos/finca-constancia-seleccion-2016/prod23211.html,Espanha,tinto,"Cabernet Franc (7.00%), Graciano (5.00%), Cabernet Sauvignon (34.00%), Syrah (27.00%), Petit Verdot (15.00%), Tempranillo (12.00%)",Seco,"Aveludado, envolvente, final persistente",4.5,6.0,130.9,130.9,0.0
Zweigelt Classic Red 2017,wine.com.br/vinhos/zweigelt-classic-red-2017/prod23116.html,Áustria,tinto,Zweigelt,Meio Seco/Demi-Sec,"Robusto, taninos aveludados",3.0,9.0,110.47,159.9,0.3091307066916823
Fantinel Borgo Tesis Doc Grave Cabernet Sauvignon Friuli 2017,wine.com.br/vinhos/fantinel-borgo-tesis-doc-grave-cabernet-sauvignon-friuli-2017/prod22958.html,Itália,tinto,Cabernet Sauvignon,Seco,"Tem bom corpo, taninos presentes, boa acidez, e um final frutado",4.5,4.0,77.53,139.9,0.4458184417441029
Chateau Oumsiyat Red Syrah 2015,wine.com.br/vinhos/chateau-oumsiyat-red-syrah-2015/prod22892.html,Líbano,tinto,Syrah,Seco,"Taninos robustos, final persistente",4.0,4.0,161.06,258.9,0.3779065276168404
William Hill Central Coast Cabernet Sauvignon 2017,wine.com.br/vinhos/william-hill-central-coast-cabernet-sauvignon-2017/prod22615.html,Estados Unidos,tinto,Cabernet Sauvignon,Meio Seco/Demi-Sec,"Médio corpo, boa acidez, taninos macios, bom final",4.0,9.0,188.12,225.9,0.16724214254094727
Apothic Dark 2016,wine.com.br/vinhos/apothic-dark-2016/prod22617.html,Estados Unidos,tinto,"Petite Sirah, Merlot, Teroldego, Cabernet Sauvignon, Zinfandel, Petit Verdot, Tannat",Meio Seco/Demi-Sec,"Corpo de médio para encorpado, acidez agradável, taninos marcantes, traço de doçura",4.5,38.0,108.12,141.9,0.23805496828752648
Dominus Estate Napa Valley 2012,wine.com.br/vinhos/dominus-estate-napa-valley-2012/prod17247.html,Estados Unidos,tinto,"Cabernet Sauvignon (93.00%), Petit Verdot (5.00%), Cabernet Franc (2.00%)",Seco,"Complexo, encorpado, acidez agradável, taninos macios, cacau, final longo",5.0,1.0,3083.41,3801.9,0.1889818248770352
Rigal Les Terrasses A.O.C. Cahors Malbec 2015,wine.com.br/vinhos/rigal-les-terrasses-a-o-c-cahors-malbec-2015/prod16959.html,França,tinto,Malbec (100%),Seco,"Médio corpo, taninos sedosos, frutado, fresco",3.5,27.0,72.82,97.9,0.25617977528089897
Château Haut-Brion Le Clarence de Haut-Brion 2010,wine.com.br/vinhos/chateau-haut-brion-le-clarence-de-haut-brion-2010/prod12884.html,França,tinto,"Merlot (52%), Cabernet Sauvignon (36%), Petit Verdot (2%), Cabernet Franc (10%)",Seco,"Estruturado, boa densidade, taninos presentes, equilibrado, elegante, bom frescor, final longo",0.0,0.0,3137.53,4157.9,0.24540513239856643
Château Haut-Brion 2007,wine.com.br/vinhos/chateau-haut-brion-2007/prod12883.html,França,tinto,"Cabernet Sauvignon (44.00%), Merlot (43.00%), Cabernet Franc (13.00%)",Seco,"Tem bom corpo, acidez agradável, estrutura firme e taninos sedosos. Um vinho elegante com sabores duradouros",4.0,1.0,7009.29,11135.9,0.37056816242961954
Château Margaux Premier Grand Cru Classé A.O.C. Margaux 2008,wine.com.br/vinhos/chateau-margaux-premier-grand-cru-classe-a-o-c-margaux-2008/prod12877.html,França,tinto,"Cabernet Sauvignon (87.00%), Merlot (10.00%), Cabernet Sauvignon (1.5%), Petit Verdot (1.5%)",Seco,"As frutas dominam o paladar e mesclam-se às notas do amadurecimento em barricas de carvalho. Enquanto os taninos maduros e firmes, combinam bem com a acidez presente. O final de boca permanece por longo tempo",0.0,0.0,9111.65,13324.9,0.31619374254215793
Le Petit Mouton 2010,wine.com.br/vinhos/le-petit-mouton-2010/prod12880.html,França,tinto,"Cabernet Franc (8.00%), Cabernet Sauvignon (68.00%), Merlot (24.00%)",Seco,"Seco, com ótima intensidade no paladar, muita elegância e textura aveludada. É harmônico e tem bom frescor que lhe garante a clássica fineza de um vinho de Pauillac",0.0,0.0,4556.35,5532.9,0.17649876195123704
